Insult,Date,Comment,Usage,
0,,"""So I guess all the person had to do in the article was bitch constantly about a game that so many people have bitched about for ages and then they win the bitches over? Wow. As far as ""Stop trivializing violence"" goes. Why dont you stop sounding like a big ass c*** sucker and don\\'t play games with violence then. I get so tired of all these holy sounding types that get touchy about video game violence.\\n\\n I\\'ve seen Blood Diamond a dozen times with the kids killing and getting killed and it doesn\\'t even phase me one bit only because its not real, sure there is an emotional sense there but not enough to make me write to Hollywood saying gay sh*t like Stop trivializing violence because its disgusting. Why does a game have to tone it down when movies don\\'t? I\\'m not defending COD in the slightest, and that\\'s because I don\\'t really care about the game. But when I read the headline of the article I was curious to see what others were going to say, but I knew hands down it was going to be an attempt to throw punches at a series that has sold a lot of copies already. All I can say is, it doesn\\'t matter how ""YOU"" feel when every other gamer that plays the game probably can just deal with the game no matter if it changes or not.\\n\\n Sitting on your overgrown ass complaining about a game being this and being that just because you don\\'t like it is stupid as hell. I hate JRPG games and why I also hate Anime with a passion because I can\\'t stand cute crap, I hate that overly sensitive BS with the characters, I don\\'t like Japanese music either unless its instrumental War drums or something out of Samurai Warriors or Kessen where it doesn\\'t begin and end with a stupid Asian chick trying to sound like shes an innocent little annoying 11 or 13 year old...I hate high pitch whiny sounding voices too and no Japanese voice acting does not mean better over American voice acting because it still sucks regardless. \\n\\nBut I don\\'t go near the stuff (even though my brother plays JRPG games a lot, and that means I can\\'t really escape it when we\\'re both in the same room and I\\'m studying while he\\'s just playing his sissy games). The fact still stands that I don\\'t INTENTIONALLY go near things I hate just so I can whine about hating it like COD haters constantly go near Call of Duty to claim that they hate the game when its easier to just simply stay away from it, don\\'t buy it, try to pretend like it doesn\\'t even exist. I will not lie to anybody. I like violence in my games. People that walk around with a d*ck up there ass crying foul about CGI characters dying and getting hurt probably scream when the doctor comes at them with a needle. As far as Call of Duty having to change goes. Well, that depends on whether or not a lot of people want it to change, and not just the people that bash the game on a consistent basis either. I\\'m talking about people that really feel or believe it should change a few things and have accurate reasons why. Just simply saying ""COD is for 13 year olds and needs to change this or that""...If anything the COD players are the ones that should change.""",,
0,20120530040455Z,"""we are trying hard to beat Yankees so you pick up a game on them :)""",,
0,20120619030430Z,"""Very, very, very,\xa0very, very,\xa0very, very,\xa0very, very important studies?""",,
0,20120619003844Z,"""A role model to fools, idiots and rubes.""",,
0,20120528222745Z,"""You don't seem to understand basic business concepts.""",,
0,20120530124345Z,"""That's ridiculous, everyone knows men from mars are purple""",,
0,20120609182601Z,"""Who needs these agencies? - We can determine for ourselves what is good. \xa0Who needs some ""authority"" to tell us what is right or wrong as to collective impact on the planet.\n\nWe would still be pouring waste oil in the ground to cheaply dispose of it if that mind-set were allowed to predominate.""",,
0,20120610095249Z,"""What you don't know about gulags....check out the history of the Soviet Union.  Warning:  it may disillusion you about communism and Comrade Stalin.""",,
0,20120528033150Z,"""""LEBRON, DURANt, YOU TWO DIDN'T DESERVE MVP.""\n'\n-Tony Parker""",,
1,20120620003324Z,"""Taxing people at different levels is not redistribution of wealth you fucking retard.\xa0 That's like saying a fat person is redistributing fat by eating more.""",,
1,20120515214935Z,"""Stop wasting our air you idiot.""",,
0,,"""@Eustace Tilley 2.0 @David @YankeeClipper1 That's 'cause you're not getting enough oxygen.. she sucked it all out of the room...""",,
1,20120610065523Z,"""How can you possibly be such an ass hole all the time? Jesus, this is exhausting. People that say they have big dicks generally have small ones. Hahah, believe it or not, I defended your bitch ass when you first joined the website. Pussy.""",,
0,20120619030645Z,"""I'm great RHunt. You got to see a terrific game today!""",,
0,,"""Golly....that's cold comfort. But none to worry....by the end of THIS month Israel will have taken care of the entire issue with Iran and Syria with one real nasty blow. Allah 'aint so 'great' after all. """,,
1,20120612094046Z,"""I am going to hate all over this page because Im homophobic..... FUCK OFF LESBIAN GOOD THING THAT BITCH DIED ONE LESS LESBO IN THE WORK""",,
0,20120609232542Z,"""If it walks like a Duck....and Quacks like a Duck...it's either Guest speaking or, in fact, a Duck.....""",,
0,,"""@lltrix@mass murdoch If you're going to call someone either stupid or ignorant, you should probably end the question you ask afterward with a question mark, not a period.""",,
0,20120515172057Z,"""Lucky you, Sasha, so what's your beef?  Other folks' taxes are paying for your ride.""",,
0,,"""\\xc2\\xa0Too many. Like it or not, we're suck with him for another 4 years unless the Republicans can pull a rabbit out of a hat. The best we can hope for is a Republican controlled house and senate.""",,
0,,"""Heaven forbid someone who is a bit of a celebrity, should express non-Liberal views.\\xc2\\xa0 \\n\\nAs a hockey fan myself, I really don't think the very talented Mr. Thomas needs to answer to any lame-ass sports reporters...or anyone else.\\xc2\\xa0 He's entitled to his opinions.\\xc2\\xa0 After all, prior to the current Administration, we used to uphold FREE SPEECH FOR EVERYONE.\\n\\nBesides, he's a Stanley Cup champion.\\xc2\\xa0 'Nuff said.""",,
0,20120620030446Z,"""#nWo4FuckingLife""",,
0,20120528002538Z,"""All da hoes love me, you know what it is. \xa0Rack City\xa0@bitch:disqus""",,
1,20120620054655Z,"""DO YOUR JOB IN HATE LOSER""",,
1,20120320133559Z,"""Crawl back under your bridge you miserable pathetic troll.""",,
0,20120515200128Z,"""You are full of schnike sir.""",,
1,20120620173713Z,"""ponyfags fuck off""",,
0,20120619064516Z,"""THIS IS FUCKING PRIMORDIAL!""",,
0,20120529150126Z,"""2010 he rushed 18 for 60. 2011 52 for 170. I think the threat of him running loosened up the pass defense last year.""",,
0,20120619030929Z,"""Racism will die when white people stop being racist.""",,
1,20120620162209Z,"""You are completely clueless.""",,
0,,"""Iran is going to be blow up one way or the other. Give it up! """,,
0,,"""I am a sales arborist in the DC Metro area. I have grown all too accustomed to the status quo set by Service Magic. As a credentialed and educated professional in my field it has become quite disturbing to work with the environment that Service Magic has created, i.e. a false sense of qualification of vendors to the consumer. I have spoken with many arborists from other firms in our region and all say the same thing. This could have been a beneficial service, but without demanding proper insurance and credentials from its vendors it simply becomes a means for the unlicensed and uninsured vendors to gain business they are not qualified to perform. This also leaves the qualified professionals, such as myself, without a fair cost comparison to offer our clients. The fact of the matter is, companies pay tens of thousands of dollars a year for proper insurance, not to mention the cost of education to aquire proper credentials. Service Magic comes along and opens up an outlet for those who have not performed their due diligence in aquiring these necessary benchmarks to practice their craft to be solicited to the masses as ""qualified vendors"". It\\'s a shame and has become a menace to the integrity of my profession and those of us who have worked hard and payed countless dollars to make ourselves a true qualified vendor. My hope is that the people at Service Magic make immediate change in their qualification of vendors.""",,
0,20120609201605Z,"""nolimits3333 please consider helping with the\xa0President Obama campaign, we need people like you""",,
0,,"""Until Medical staff are held Accountable in a Court of Law mistakes like this are always Gonna happen NHS Trusts dont care about fines as it is ony Tax Payers money and not there own""",,
0,20120619203158Z,"""Having read many of Drago's other comments on this site, it is not shocking he doesn't ""get"" Game of Thrones.\n\nHodor has more sense.""",,
0,20120527155016Z,"""because we got that dback killer zito going in game 1 he is undefeated vs your dbacks this year  lol  that don't get old ever""",,
0,20120530110256Z,"""I'll buy the rope so the tax payers don't have to choke up any money. C/W shovel.""",,
1,20120320122739Z,"""You can get treatment for your dillusional inferiority complex, you sad little troll.""",,
0,20120611234239Z,"""a lot like you and your life huh?""",,
1,20120320190003Z,"""Damnit GW, don't be such a pussy. You liked the white you should have stuck with the white.""",,
0,20120612004722Z,"""Proof?  Or just another unfounded ridiculous republican opinion.  What, were you watching fox news when they talked about the study that said fox news watchers are stupid?  You have just proven them right.  congratulations""",,
0,20120620000651Z,"""We knew we were in trouble from day One... \xa0Nobel Peace Prize,...For What??? What aFucking Joke""",,
0,20120530043239Z,"""I'm so happy for them! They really deserve it.""",,
0,,"""Your buddies repub turd,raibox,cyndyb,nww nav are all having a party with the Obama blow up doll. You should join in before the kool-aid gets warm!""",,
0,20120529200528Z,"""They certainly have hospitals for the criminally insane which, judging from what I've read of his verified history, is where Kimberlin probably needs to be.""",,
0,,"""@NotBornEveryMin @Mickey Bitsko @'Micah Carter I'm not going to make this easy for you.\\n\\nhttp://www.youtube.com/watch?v=y3zAdRfpb2k\\n\\n """,,
0,20120619011214Z,"""In 1928 the federal government only consumed 12% of the national wealth. Today it consumes more than 40%.""",,
1,20120320201831Z,"""No you are just stupid.""",,
0,20120529000020Z,"""The first draft dodger who became president was Bill Clinton""",,
0,,"""MASSIVE PISSTAK*""",,
0,20120529020537Z,"""Maybe they did so thanks to jeff van gundy's outcry on that.""",,
0,20120619170204Z,"""My issue is not with the shoes.\xa0 I don't care about them.\xa0 If they invoke a certain response or emotion from someone it's not up to you or I to say someone should feel that emotion.\xa0 WHo the heck are you.\xa0 That's how Jesse feels.\xa0 That's not how ALL black people and these comments demonstrate one of the reasons why race relations have a long way to go.\xa0 There are too many ignorant people still breathing to have a serious dialogue about it.\xa0 Stop telling everyone how they should feel and maybe just listen.\xa0 No one told the majority of Americans not to have an emotional response to 911...despite the fact that they weren't impacted directly.\xa0Did anyone berate you about getting over your hurt?\xa0 \xa0You understand how you can be moved in that instance..but other people are just crazy because they weren't a slave?\xa0 \n\nYou want to dictate how people talk...walk...dress...go the bathroom...etc.. There seems to be no limit.\xa0 \n\nAdidas has every right to sell the shoe and people have every right to express how they feel about it.\xa0 You know..the same way you express how you felt about 911.""",,
0,20120620172858Z,"""And he shrugs off his rock once again...TonyRetardo!""",,
1,20120620000759Z,"""You are a\xa0 really well-rounded idiot, aren't you?""",,
0,,"""@Mickey Bitsko @'Micah Carter I'm sorry, what is your dispute... what is your argument? You're asking me to check what out in particular?""",,
